Participant ID,Previous ID,Date Started,Date Finished,Total Time Taken,IP Address,Referer,Question Order,Section Order,Section Order Names,ABOUT YOU,What is your nationality? --  --  --  --   --  -- ,What is your gender? Please specify.  --  -- ,What is your age group? Please specify.  --  -- ,Please specify,What is your total household income? Please write it down in numbers.  --  -- ,What is your marital status?  Please select one of the answers below. --  -- ,Do you have children?  Please select one of the answers below. --  -- ,Have you studied in the UK before? Please select one of the answers below. --  -- ,ABOUT YOUR OPINIONS,Would a possible increase in tuition fees avert you or your children (if applicable) from studying in the UK after the transition period?  --  -- ,Would a possible cessation in UK student loans towards the EU students avert you or your children (if applicable) study in the UK after the transition period?  --  -- ,Would a possible non-recognition of the UK diploma from the other European countries affect your decision to study in the UK after the transition period?  --  -- ,"Would you study in the UK after the transition period, if you did not have the right to stay and work there after the completion of the degree?  --  --  --  -- Would you send your children to study in the UK, according to the above criteria?  --  -- ",Which of the following would avert you or your children (if applicable) the most from studying in the UK after the transition period?  --  --  --  -- Please select only one answer.  --  -- ,Are you concerned about how the future political decisions of the UK will affect the British Higher Education for the EU citizens?  --  -- ,Would you be willing for you or your children (if applicable) to study in the UK if the conditions change?  --  -- ,Would you be willing for you or your children (if applicable) to study in the UK if all the conditions stay the same?  --  -- ,"According to the current situation and the unverified uncertainties, are you more likely to stay a future customer of the UK Higher Education or not?  --  --  --  -- Same applies to your children (if applicable).  --  -- ","In case you or your children (if applicable) are not willing to study in the UK, in which other EU country would you select to study and why?  --  --  --  -- Please justify your answer if you like.  --  -- ",,,,,,,,,,,,,,,,,
4167905,--,4th Jul 2020 9:53 am,4th Jul 2020 9:57 am,"4 minutes, 14 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,26-34,24000,Single,No,No,Section Start,Do not know yet,Yes,Yes,No,Non-recognition of the degree,Yes,Do not know yet,No,No,Netherlands. For the low tuition fees and the recognition of the degrees. Plus it's cheap to study there comparing to UK,,,,,,,,,,,,,,,,,
4168044,--,4th Jul 2020 1:24 pm,4th Jul 2020 1:35 pm,"11 minutes, 22 seconds",152.78.118.247,https://l.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,26-34,5.453,Single,No,Yes,Section Start,Yes,Do not know yet,Yes,No,Non-recognition of the degree,No,No,Do not know yet,No,"The Netherlands
Denmark
They are two countries where you can easily find english speaking masters, and overall, you can get by  just speaking english. Good state services and allowances + more affordable life",,,,,,,,,,,,,,,,,
4168087,--,4th Jul 2020 2:04 pm,4th Jul 2020 2:07 pm,"2 minutes, 35 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,male,MATRIX START,26-34,10000,Single,No,No,Section Start,Do not know yet,Do not know yet,Yes,No,Non-recognition of the degree,Yes,Yes,No,No,For sure i would prefer to study in a university that will provide me a safe furure and my degree will be recognized worldwide,,,,,,,,,,,,,,,,,
4168096,--,4th Jul 2020 2:24 pm,4th Jul 2020 2:30 pm,"5 minutes, 33 seconds",152.78.118.247,https://www.linkedin.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,26-34,30,Single,Yes,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,Yes,No,No,"Germany probably for the low tuition fees and the quality of the offered programs 
Finland as well, for the same reasons",,,,,,,,,,,,,,,,,
4168101,--,4th Jul 2020 2:31 pm,4th Jul 2020 2:37 pm,"6 minutes, 33 seconds",152.78.118.247,https://www.linkedin.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,35-44,200000,Single,No,Yes,Section Start,Yes,No,Yes,Yes,International Tuition Fees,Yes,Yes,Yes,Yes,Denmark,,,,,,,,,,,,,,,,,
4168205,--,4th Jul 2020 5:40 pm,4th Jul 2020 5:47 pm,"7 minutes, 9 seconds",152.78.118.247,https://www.linkedin.com/comm/messaging/thread/6685169236022702080/?trk=eml-msg_digest-body-reply_to_group&midToken=AQHZakNuZzObxA&trkEmail=eml-email_member_message-null-42-null-null-d3llhy%7Ekc7pabnt%7Epx-null-neptune%2Fmessaging%2Ethread&lipi=urn%3Ali%3Apage%3Aemail_email_member_message%3B0K4VVtMmR4qWJ3H3Nq6N2A%3D%3D,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,18-25,60000,None of the above,No,Yes,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,Do not know yet,Yes,Yes,Any EU country,,,,,,,,,,,,,,,,,
4168206,--,4th Jul 2020 5:41 pm,4th Jul 2020 5:46 pm,"4 minutes, 58 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Portuguese,male,MATRIX START,26-34,20000,Single,No,No,Section Start,No,No,Yes,Yes,Non-recognition of the degree,No,Yes,Do not know yet,Yes,France or Spain because of the quality of business institutions,,,,,,,,,,,,,,,,,
4168541,--,5th Jul 2020 8:52 am,5th Jul 2020 8:58 am,"5 minutes, 20 seconds",152.78.118.247,https://www.linkedin.com/messaging/thread/6685169236022702080/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Russian,male,MATRIX START,26-34,36000,Married,No,Yes,Section Start,Yes,Yes,Yes,No,No work permit,Yes,Yes,No,No,"Germany. Affordable fees, very high educational standards, especially for technical specialisations (e.g. engineering), many potential employers.  ",,,,,,,,,,,,,,,,,
4168603,--,5th Jul 2020 11:51 am,5th Jul 2020 11:58 am,"6 minutes, 16 seconds",152.78.118.247,https://www.linkedin.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Spanish,male,MATRIX START,26-34,11000,Single,No,No,Section Start,Yes,Yes,Do not know yet,Do not know yet,Non-recognition of the degree,No,Do not know yet,Do not know yet,No,"A cheaper one in terms of education (before the Brexit, the fees were also more expensive than other countries, so I would only study in UK with a scholarship that covers every cost, regardless of the period)",,,,,,,,,,,,,,,,,
4168605,--,5th Jul 2020 11:58 am,5th Jul 2020 12:02 pm,"4 minutes, 32 seconds",152.78.118.247,https://www.linkedin.com/messaging/thread/6685169236022702080/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Italian,female,MATRIX START,26-34,0,Single,No,Yes,Section Start,Yes,Yes,Yes,No,International Tuition Fees,Yes,Do not know yet,Do not know yet,No,Not sure yet,,,,,,,,,,,,,,,,,
4168691,--,5th Jul 2020 2:08 pm,5th Jul 2020 2:16 pm,"7 minutes, 45 seconds",152.78.118.247,android-app://com.linkedin.android/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,male,MATRIX START,26-34,2000,None of the above,No,No,Section Start,Yes,Yes,Yes,No,International Tuition Fees,Yes,Yes,Do not know yet,No,Denmark. Mostly due to the fact that Higher education in Denmark is free. My answer is based on experience with the Danish higher education system as well as lack of experience when it comes to other countries. ,,,,,,,,,,,,,,,,,
4168701,--,5th Jul 2020 2:32 pm,5th Jul 2020 2:39 pm,"7 minutes, 2 seconds",152.78.118.247,,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Lithuanian,male,MATRIX START,26-34,30000,None of the above,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,No,Do not know yet,Do not know yet,No,"In scandinavian countries. Probably Denmar or Finland, since it is a good choice quality and price wise.
",,,,,,,,,,,,,,,,,
4168705,--,5th Jul 2020 2:39 pm,5th Jul 2020 2:43 pm,"3 minutes, 15 seconds",152.78.118.247,https://www.linkedin.com/pulse/realisatie-natuurpak-assisi%25C3%25AB-van-start-wim-van-dijk/?trackingId=dtJkV3fD1txvablpi5WoJA%3D%3D,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,male,MATRIX START,26-34,0,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,Yes,Yes,Yes,no,,,,,,,,,,,,,,,,,
4168721,--,5th Jul 2020 3:14 pm,5th Jul 2020 3:23 pm,"9 minutes, 10 seconds",152.78.118.247,https://www.linkedin.com/messaging/thread/6685169236022702080/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,45-54,16000,Married,Yes,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,Do not know yet,Yes,Yes,United states,,,,,,,,,,,,,,,,,
4169667,--,6th Jul 2020 2:42 pm,6th Jul 2020 2:48 pm,"5 minutes, 39 seconds",152.78.118.247,,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,18-25,40000,None of the above,No,No,Section Start,Yes,Yes,Yes,Do not know yet,Non-recognition of the degree,Yes,No,Do not know yet,No,the Netherlands because I think we have a good school system,,,,,,,,,,,,,,,,,
4170020,--,6th Jul 2020 7:25 pm,6th Jul 2020 7:30 pm,"5 minutes, 17 seconds",152.78.118.247,https://l.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,male,MATRIX START,26-34,20000,Single,No,Yes,Section Start,Yes,Do not know yet,Yes,No,Non-recognition of the degree,Yes,Do not know yet,Yes,Yes,I would prefer to stay in my country.,,,,,,,,,,,,,,,,,
4170032,--,6th Jul 2020 7:42 pm,6th Jul 2020 7:46 pm,"4 minutes, 34 seconds",152.78.118.247,,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,male,MATRIX START,26-34,16000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,Yes,No,No,Netherlands high education level and lots of opportunities for work ,,,,,,,,,,,,,,,,,
4170087,--,6th Jul 2020 8:41 pm,6th Jul 2020 8:45 pm,"3 minutes, 38 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Cypriot,male,MATRIX START,26-34,10800,Single,No,Yes,Section Start,Yes,Yes,Yes,Do not know yet,Non-recognition of the degree,Yes,Yes,Yes,Yes,Sweden or The Netherlands due to the strong work opportunities in case I decide to look for a job.,,,,,,,,,,,,,,,,,
4170252,--,7th Jul 2020 2:31 am,7th Jul 2020 2:35 am,"3 minutes, 51 seconds",152.78.118.247,https://www.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,male,MATRIX START,26-34,1500,Single,No,No,Section Start,Yes,Yes,No,Yes,No student loans offered,Do not know yet,Yes,Do not know yet,No,The Netherlands,,,,,,,,,,,,,,,,,
4170321,--,7th Jul 2020 5:04 am,7th Jul 2020 5:07 am,"2 minutes, 26 seconds",152.78.118.247,https://www.linkedin.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,British,male,MATRIX START,26-34,29300,Single,No,Yes,Section Start,No,No,Yes,No,Non-recognition of the degree,,Yes,Yes,Yes,no,,,,,,,,,,,,,,,,,
4170329,--,7th Jul 2020 6:04 am,7th Jul 2020 6:07 am,"3 minutes, 22 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,18-25,1200,None of the above,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,No,Do not know yet,No,No,Norway ,,,,,,,,,,,,,,,,,
4170365,--,7th Jul 2020 8:12 am,7th Jul 2020 8:19 am,"6 minutes, 52 seconds",152.78.118.247,https://www.linkedin.com/messaging/thread/6685169236022702080/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,26-34,28000,Single,No,No,Section Start,Yes,Yes,Yes,Do not know yet,Non-recognition of the degree,Yes,Yes,Do not know yet,No,"The Netherlands, because of the effectiveness of their universities, the fact that it offers you a multicultural environment and the affordable study costs.",,,,,,,,,,,,,,,,,
4170380,--,7th Jul 2020 8:41 am,7th Jul 2020 8:45 am,"4 minutes, 18 seconds",152.78.118.247,http://m.facebook.com,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,26-34,3600,None of the above,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,Do not know yet,No,No,"Netherlands, Belgium, Scandinavian countries. Quality of educational programs and proximity to home. ",,,,,,,,,,,,,,,,,
4170734,--,7th Jul 2020 2:54 pm,7th Jul 2020 2:58 pm,"3 minutes, 32 seconds",152.78.118.247,https://www.linkedin.com/messaging/thread/6685169236022702080/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,26-34,27,Single,No,No,Section Start,Do not know yet,Yes,,No,No work permit,Yes,Yes,No,No,"The Netherlands- low tuition fees,
Sweden- free studies",,,,,,,,,,,,,,,,,
4170919,--,7th Jul 2020 6:02 pm,7th Jul 2020 6:13 pm,"10 minutes, 3 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,18-25,8,Married,Yes,No,Section Start,Do not know yet,Yes,Yes,No,No work permit,Yes,Yes,Do not know yet,No,no,,,,,,,,,,,,,,,,,
4171999,--,8th Jul 2020 2:51 pm,8th Jul 2020 2:54 pm,"3 minutes, 2 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,female,MATRIX START,35-44,15000,Married,Yes,No,Section Start,Yes,Do not know yet,Yes,No,Non-recognition of the degree,Yes,Yes,Do not know yet,No,France,,,,,,,,,,,,,,,,,
4172007,--,8th Jul 2020 2:56 pm,8th Jul 2020 3:03 pm,"7 minutes, 1 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,greek,female,MATRIX START,35-44,600,Separated,No,No,Section Start,Do not know yet,Do not know yet,Yes,Yes,No work permit,Do not know yet,Yes,Do not know yet,No,France,,,,,,,,,,,,,,,,,
4172274,--,8th Jul 2020 9:27 pm,8th Jul 2020 9:34 pm,"7 minutes, 33 seconds",152.78.118.247,https://l.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,greek,female,MATRIX START,18-25,5345,Single,No,No,Section Start,Do not know yet,Yes,Yes,Yes,No work permit,Yes,No,Yes,No,"spain, because they  have low fees.",,,,,,,,,,,,,,,,,
4172618,--,9th Jul 2020 9:00 am,9th Jul 2020 9:01 am,"1 minutes, 17 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,greek,female,MATRIX START,26-34,10000,Married,Yes,Yes,Section Start,Yes,Do not know yet,No,Yes,Non-recognition of the degree,Yes,Yes,No,Yes,Cyprus because it has a good standard of living.,,,,,,,,,,,,,,,,,
4175726,--,11th Jul 2020 7:36 pm,11th Jul 2020 7:46 pm,"9 minutes, 54 seconds",152.78.118.247,http://m.facebook.com/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Romanian,female,MATRIX START,26-34,2100,None of the above,No,No,Section Start,Yes,Yes,Yes,Do not know yet,No student loans offered,Yes,Do not know yet,Yes,Yes,"Most probably Netherlands or Denmark, as they have affordable fees for college/master programs. And these programs allow you to also get a job. This is the feedback I got from other friends who studied in these countries.",,,,,,,,,,,,,,,,,
4176852,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Greek,male,MATRIX START,26-34,8400,Single,No,No,Section Start,Yes,Yes,Yes,No,International Tuition Fees,Yes,Yes,Do not know yet,No,Denmark,,,,,,,,,,,,,,,,,
4177679,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Austrian,female,MATRIX START,26-34,40000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,Netherlands because of the good educational system,,,,,,,,,,,,,,,,,
4178960,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,German,female,MATRIX START,26-34,30000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,Germany,,,,,,,,,,,,,,,,,
4178777,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,German,male,MATRIX START,26-34,35000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,Germany,,,,,,,,,,,,,,,,,
4177547,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,German,female,MATRIX START,26-34,37000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,Every Western European country with good system,,,,,,,,,,,,,,,,,
4173908,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Italian,female,MATRIX START,26-34,22000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,Italy because the universities are really good,,,,,,,,,,,,,,,,,
4181080,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,French,male,MATRIX START,26-34,30000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,France and Netherlands,,,,,,,,,,,,,,,,,
4180404,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,French,male,MATRIX START,26-34,32000,Single,No,No,Section Start,Yes,Yes,Yes,No,Non-recognition of the degree,Yes,No,Do not know yet,No,France ,,,,,,,,,,,,,,,,,
4174597,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,French,female,MATRIX START,26-34,50000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,No,Do not know yet,No,Netherlands because of the low fees and good system,,,,,,,,,,,,,,,,,
4181428,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,male,MATRIX START,26-34,21000,Single,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,No,Do not know yet,No,Netherlands and Belgium or Germany,,,,,,,,,,,,,,,,,
4181264,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,male,MATRIX START,26-34,30100,Single,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,No,Do not know yet,No,Netherlands because it is the best,,,,,,,,,,,,,,,,,
4180263,--,13th Jul 2020 8:55 am,13th Jul 2020 8:57 am,"2 minutes, 23 seconds",152.78.118.247,https://www.linkedin.com/feed/,"1679693, 1679694, 1679697, (1679700, ) 1679717, 1679719, 1679720, 1679721, || 1679816, 1679817, 1679818, 1679819, 1679820, 1679821, 1679822, 1679823, 1679824, 1679826, || ",151115 || 151116 || ,About You || About your Opinions,Section Start,Dutch,female,MATRIX START,18-25,29700,Single,No,No,Section Start,Yes,Yes,Yes,Yes,Non-recognition of the degree,Yes,No,Yes,No,Of course in the Netherlands,,,,,,,,,,,,,,,,,
